pX_ptconecoreTrackPtrCorrection,p_d0,p_etcone20,pX_MultiLepton,p_sigmad0,p_TRTPID,p_numberOfInnermostPixelHits,p_ptPU30,p_deltaEta1,p_Rhad,p_Truth_isElectron
72162.0,-0.031,2.62,0,0.015,-0.048,1,0.0002,0.0063,1.25,0
10386.01,0.02,1.28,0,0.019,0.013,1,3.2e-06,0.12,0.13,0
10311.78,3.55,0.82,0,0.27,0.0,0,5.6e-13,-0.048,0.18,1
7983.45,-0.0038,0.29,0,0.019,-0.03,1,6.6e-05,-0.0075,0.063,0
24965.01,-0.44,0.92,0,0.1,0.24,0,3.6e-13,-0.0046,0.18,1
3736.21,0.11,1.14,0,0.038,0.0023,0,1.4e-05,0.0098,0.32,1
13428.32,0.0019,0.96,0,0.022,-0.0046,1,6.3e-05,-0.011,-0.001,0
53407.41,0.021,0.84,0,0.022,0.29,1,0.0,-0.0056,0.47,0
44578.64,-0.011,1.0,0,0.012,0.00045,1,1.3e-06,-0.052,0.51,0
39883.57,-0.19,2.0,0,0.016,0.0,1,0.0,-0.13,0.54,0
45966.27,-0.0096,0.92,0,0.016,0.018,1,1.1e-05,0.055,0.25,0
10646.7,0.00046,2.85,0,0.019,-0.051,1,9.9e-06,0.047,1.02,0
38247.25,0.00051,1.1,0,0.011,-0.14,1,0.00032,-0.012,0.022,0
29576.09,0.041,0.13,1,0.025,-0.27,1,1.54,3.4e-06,0.0011,1
5915.61,0.0064,0.77,0,0.031,-0.093,1,0.00037,0.016,0.026,0
1620.03,-0.055,1.12,0,0.068,0.061,1,2.4e-05,-0.058,0.48,0
85858.74,0.038,1.01,0,0.014,0.0,1,2e-06,0.028,0.83,0
31592.14,-0.0065,-0.018,1,0.014,0.46,1,0.64,-0.0003,-0.00031,1
48837.54,0.02,1.24,0,0.011,0.33,1,7.9e-07,0.033,0.85,0
41471.02,-0.69,2.15,0,0.11,0.28,0,3.2e-13,0.11,1.28,1
40523.85,0.0061,0.84,0,0.013,-0.084,1,6.9e-06,0.024,0.32,0
0.0,0.078,0.52,0,0.056,0.066,1,0.0,-0.047,0.087,0
18168.06,-0.03,1.26,0,0.018,0.25,1,0.0,0.043,0.41,0
14636.83,-0.013,-0.072,1,0.016,-0.093,1,0.17,-0.00025,0.0044,1
46528.04,-0.0042,0.11,0,0.016,-0.028,1,3e-05,0.0017,0.058,1
6764.66,0.014,1.16,0,0.049,-0.08,1,0.0,-0.021,0.083,0
0.0,-4.29,0.78,0,0.49,-0.18,0,3.7e-12,-0.019,-0.06,1
28459.65,-0.031,1.26,0,0.022,-0.0047,1,0.0,-0.0089,0.6,0
48160.17,0.041,0.82,0,0.012,-0.23,1,0.0,0.045,0.71,0
39177.29,-0.0051,0.55,0,0.013,-0.17,2,2.9e-06,0.049,0.25,0
13796.92,0.012,1.22,0,0.019,-0.09,1,4.7e-06,0.064,0.79,0
2741.09,0.02,0.31,0,0.042,0.08,1,0.00037,0.029,0.012,0
42668.36,0.024,0.71,0,0.011,-0.068,1,0.0,-0.00022,0.02,0
43403.41,-0.0046,0.78,0,0.011,-0.2,0,0.0,0.019,0.33,0
5518.48,0.014,3.41,0,0.047,0.15,1,5.1e-05,-0.097,0.86,0
54246.14,-0.0027,0.81,0,0.011,0.063,1,0.0,0.04,0.49,0
20576.64,0.015,0.64,0,0.023,0.022,1,4.9e-05,0.072,0.084,0
43302.62,0.0026,0.037,1,0.0085,0.077,1,0.33,0.0012,0.0068,1
39257.38,-0.0035,0.72,0,0.024,0.068,1,2.5e-05,0.01,0.36,0
49484.95,-0.021,2.26,0,0.02,-0.013,1,2e-05,-0.021,1.22,0
4734.26,-0.029,0.043,1,0.031,0.41,1,3.69,-0.0034,-0.0064,1
19230.77,-0.029,1.51,0,0.028,0.0,1,1.8e-05,0.029,0.21,0
35795.65,0.027,1.8,0,0.024,-0.29,1,1.8e-05,0.0087,0.24,0
17568.68,0.0032,2.41,0,0.016,0.14,1,0.00022,0.11,0.12,0
26778.99,0.012,1.31,0,0.011,-0.027,1,0.0,-0.065,0.19,0
21268.01,-0.018,1.06,0,0.019,0.037,1,8.2e-06,-0.068,0.5,0
18012.03,0.017,1.0,0,0.02,-0.046,1,0.0022,0.011,0.03,0
1663.28,0.87,2.12,0,0.077,-0.1,0,3e-13,0.046,0.42,0
12671.34,-0.034,0.78,0,0.014,0.091,2,0.0,0.0058,0.45,0
13301.59,0.024,0.14,1,0.032,0.0,1,0.0,-0.0031,0.024,1
32626.4,0.014,2.37,0,0.023,-0.0019,1,0.00019,0.024,2.25,0
1550.96,-0.093,3.06,0,0.091,-0.0098,1,0.00028,-0.06,1.0,0
49204.04,0.0087,0.8,0,0.01,-0.037,1,5e-05,-0.053,0.25,0
45009.96,-0.044,1.11,0,0.019,0.28,2,0.0,-0.01,0.54,0
14714.58,0.025,0.17,0,0.024,0.24,1,0.00012,-0.029,0.06,0
14650.36,-0.009,1.42,0,0.024,-0.27,1,0.0,0.071,0.71,0
59236.33,0.0044,2.01,0,0.011,-0.18,2,0.0,-0.0053,1.3,0
13431.15,0.26,0.23,0,0.085,0.0,0,3.8e-23,0.002,-0.021,1
3402.31,1.69,0.3,0,0.087,0.019,0,0.0,0.097,0.042,0
19895.67,0.016,1.07,0,0.018,-0.091,1,0.0,0.0039,0.25,0
8998.98,-0.074,-0.0042,1,0.06,0.21,1,0.93,-0.00066,-0.0038,1
45751.05,-0.028,1.44,0,0.018,-0.092,1,0.0,0.0087,0.26,0
45745.58,-0.24,2.32,0,0.093,-0.043,1,0.00035,0.016,1.16,0
22531.94,-0.94,0.64,0,0.068,-0.065,0,0.0,0.07,0.21,0
34058.14,-0.00085,1.23,0,0.016,-0.0086,1,0.0,-0.0019,0.46,0
66751.42,0.0012,0.92,0,0.01,0.0,1,0.0,0.0022,0.3,0
28797.01,0.013,1.01,0,0.027,-0.19,1,0.0,-0.03,0.15,0
0.0,0.014,1.3,0,0.015,-0.031,1,1.6e-05,-0.043,0.66,0
50006.32,0.00078,-0.0066,1,0.01,0.23,1,0.0,0.00081,-0.0029,1
10775.93,0.026,1.68,0,0.02,-0.0083,1,2.6e-05,0.0058,0.18,0
47355.26,-0.021,0.67,0,0.017,-0.18,2,3.8e-06,0.027,0.26,0
5527.78,-0.04,0.33,0,0.061,-0.11,1,0.00035,-0.014,0.034,0
14189.69,-0.03,2.45,0,0.029,-0.19,0,0.0,0.046,0.93,0
35220.79,-0.03,0.81,0,0.019,-0.022,1,1.5e-05,-0.0018,0.46,0
0.0,0.13,0.43,0,0.16,0.014,1,0.0042,0.074,-0.039,0
5796.4,-0.017,1.0,0,0.027,0.22,1,0.00012,-0.016,0.0037,0
37264.35,-0.0068,0.82,0,0.016,-0.21,1,8.4e-05,0.0049,0.035,0
6473.13,0.056,0.58,0,0.031,0.0,1,0.0,-0.075,0.019,0
16563.94,0.0034,0.19,0,0.013,-0.29,1,0.0,0.00076,0.01,0
40197.96,-0.0042,0.87,0,0.016,-0.057,1,1.1e-05,-0.015,0.38,0
29994.56,-0.72,0.7,0,0.12,-0.09,0,0.00028,0.05,0.0032,0
0.0,-0.038,0.61,0,0.021,-0.15,1,0.0,0.022,0.21,0
33137.33,0.005,0.97,0,0.017,0.039,1,0.0,-0.025,0.85,0
23963.32,0.037,0.76,0,0.02,-0.12,1,3.3e-05,-0.034,0.61,0
19134.99,-0.016,1.06,0,0.028,-0.016,1,8.8e-06,-0.071,0.66,0
0.0,0.0029,1.43,0,0.014,0.054,1,6e-05,-0.0031,0.62,0
46393.99,-0.036,1.12,0,0.017,-0.098,1,0.0,0.042,0.98,0
31589.46,0.02,-0.036,1,0.016,0.15,1,0.41,0.00074,-0.0031,1
25882.72,0.0067,1.29,0,0.011,0.034,1,3.7e-06,0.032,0.18,0
13773.75,-0.038,1.72,0,0.031,0.074,1,4.2e-05,-0.009,0.43,0
16429.79,-0.024,1.6,0,0.034,-0.16,1,7.4e-05,-0.0015,0.85,0
48539.93,0.12,1.32,0,0.021,-0.044,1,0.0,-0.038,0.039,0
0.0,0.058,0.1,0,0.12,0.0097,1,0.0027,0.096,-0.022,0
15284.5,-0.02,1.26,0,0.023,-0.18,1,0.0004,-0.044,0.089,0
40890.79,-0.0068,0.54,0,0.014,0.0,1,1.5e-06,0.063,0.19,0
8801.03,-0.025,0.62,0,0.025,-0.18,1,0.0,-0.096,0.054,0
55744.66,0.02,1.41,0,0.012,-0.028,1,1e-05,-0.0078,1.15,0
23720.24,-0.0066,0.57,0,0.047,-0.0036,1,0.0,0.043,0.27,0
46647.95,-0.018,0.48,0,0.017,0.019,1,7e-05,0.12,0.038,0
18215.93,0.002,0.78,0,0.019,0.014,1,1.9e-06,-0.018,0.1,0
4658.32,0.023,0.4,0,0.048,-0.12,1,0.00062,-0.024,0.075,0
5184.38,-3.5e-05,0.0064,1,0.049,0.38,1,0.0,0.001,0.0024,1
18502.24,0.0082,1.36,0,0.015,-0.077,1,2.9e-05,-0.054,0.085,0
0.0,0.016,0.65,0,0.046,-0.25,1,1.1e-05,0.017,0.076,0
8046.26,-0.018,1.12,0,0.022,-0.19,1,4.4e-05,-0.068,0.23,0
30773.27,-0.05,0.1,1,0.022,0.29,1,2.15,0.00024,0.0069,1
40905.54,-0.0026,1.45,0,0.013,-0.2,1,4e-05,-0.066,0.5,0
34842.82,0.00019,0.38,0,0.022,0.41,1,1.5e-05,-0.059,0.2,0
44169.28,0.0017,0.23,0,0.0099,0.083,2,1.3e-05,0.0019,0.11,0
18958.97,0.0033,0.82,0,0.018,-0.4,1,2.1e-05,-0.0032,0.33,0
23472.43,-0.093,0.19,1,0.019,0.013,0,0.0,-0.00074,-0.002,1
4725.07,0.026,1.54,0,0.03,-0.062,1,0.00011,0.0071,0.31,0
28117.31,-0.024,0.68,0,0.016,-0.0049,2,0.0,-0.005,0.52,0
0.0,-0.079,0.12,1,0.28,0.0,1,0.0,0.011,0.015,0
13151.95,0.91,2.53,0,0.38,0.42,0,8.6e-13,-0.1,0.38,1
0.0,-23.89,0.041,0,0.077,0.16,1,0.00013,0.0047,-0.0023,1
45886.79,0.0086,0.83,0,0.016,-0.16,1,3.9e-05,0.007,0.81,0
36098.71,0.089,0.67,0,0.011,-0.17,1,3.8e-05,0.018,0.38,0
5455.18,-0.0042,1.56,0,0.029,0.031,1,2.1e-05,0.041,0.32,0
25585.38,-0.013,1.26,0,0.014,-0.17,1,2.8e-06,0.017,0.98,0
23275.41,-0.0024,0.57,0,0.01,0.18,1,0.0,-0.0017,0.32,0
25145.94,-0.013,-0.0017,1,0.014,0.17,1,1.94,0.00035,-0.047,1
6254.25,6.21,0.42,0,0.15,-0.13,0,0.0,0.009,0.075,0
53892.71,0.017,1.04,0,0.01,-0.072,1,0.0,0.0034,1.22,0
31200.99,0.002,0.044,1,0.012,0.14,1,0.93,-0.0003,-0.00036,1
53281.11,-0.084,0.32,0,0.062,0.0,0,0.0,0.00019,0.049,1
43899.52,0.0015,0.05,1,0.015,0.3,1,0.0,-0.0017,-0.00052,1
21318.64,-0.029,0.4,0,0.015,0.086,1,0.00013,0.0058,0.047,0
77370.18,-0.0054,0.89,0,0.0098,0.076,1,0.0,0.017,0.48,0
42196.34,-0.0032,1.02,0,0.011,0.43,1,4e-06,-0.022,1.0,0
28696.45,-0.0048,0.04,1,0.012,0.4,1,1.19,-0.00029,0.0032,1
16886.03,-0.031,0.48,0,0.019,-0.014,1,1.6e-05,-0.0029,0.17,0
2430.53,-0.049,1.67,0,0.049,-0.13,1,0.00012,-0.028,0.013,0
77091.34,0.02,2.56,0,0.012,-0.14,2,2.4e-06,-0.01,1.35,0
34628.69,-0.001,0.38,0,0.019,-0.26,1,0.0,-0.11,0.19,0
7157.94,0.11,1.35,0,0.064,-0.027,1,0.00041,-0.075,0.71,0
46660.46,-0.046,1.78,0,0.016,0.34,1,1.7e-05,-0.045,0.76,0
11453.86,0.0068,0.079,1,0.02,0.64,1,0.0,-0.00055,-0.0074,1
50695.09,-0.0057,0.046,1,0.0092,0.21,1,0.17,2.5e-05,0.0018,1
43062.45,0.013,2.18,0,0.013,-0.16,1,0.0,-0.013,1.22,0
26165.38,0.038,2.81,0,0.036,0.0,1,5.5e-06,-0.014,1.14,0
37037.21,-0.016,1.04,0,0.038,0.033,1,0.0,-0.045,0.69,0
24548.33,0.031,0.015,1,0.016,0.36,1,0.22,0.00061,0.0019,1
18938.19,0.037,1.64,0,0.016,-0.16,1,0.0,-0.0092,0.67,0
30562.5,-0.024,1.04,0,0.013,-0.15,1,9.8e-06,-0.0068,0.2,0
32913.21,0.02,1.97,0,0.017,0.071,1,8.2e-06,0.013,0.62,0
1880.64,-0.0074,0.75,0,0.21,0.0,1,0.00018,0.072,0.12,0
44303.86,2.67,0.6,0,0.054,0.39,1,4.8e-13,-0.027,0.18,1
23132.47,-0.025,0.46,0,0.018,-0.053,1,0.0,0.021,0.35,0
42150.09,0.0087,1.76,0,0.011,-0.045,1,6.6e-06,0.0078,1.2,0
10178.4,0.0091,1.47,0,0.021,0.052,1,4.2e-05,0.022,0.084,0
29810.64,-0.00078,0.015,1,0.012,-0.028,1,0.42,0.00025,0.0026,1
8536.32,-1.31,0.76,0,0.058,-0.17,1,3e-22,0.021,0.21,0
3718.72,0.0063,-0.4,0,0.051,-0.045,1,2e-05,0.0082,0.023,0
44052.87,-0.052,1.1,0,0.017,-0.24,1,0.0,0.043,0.18,0
18523.21,0.01,-0.0024,1,0.013,0.34,1,0.0,-0.0014,0.0069,1
44271.67,-0.0044,0.02,1,0.0097,0.17,1,0.0,0.0007,0.0094,1
5654.3,-0.081,0.14,0,0.06,-0.13,1,0.00022,-0.048,0.014,0
15947.54,-0.011,0.93,0,0.03,0.15,1,3.9e-06,-0.0065,0.41,0
13126.38,0.34,1.02,0,0.082,-0.052,0,1e-13,0.015,0.38,0
70088.81,0.011,0.1,0,0.014,-0.16,1,0.00017,-0.002,0.041,0
21408.58,0.034,1.16,0,0.013,-0.09,2,0.0,-0.0012,0.83,0
36538.56,0.056,0.73,0,0.015,-0.11,1,0.0,-0.0052,0.013,0
0.0,0.0064,0.14,0,0.036,-0.054,1,0.0,0.01,0.023,0
24211.77,0.093,-0.035,1,0.022,0.0,1,0.0,-0.0012,-0.011,1
32519.1,0.019,1.56,0,0.012,-0.12,1,6.4e-06,0.0016,1.33,0
16196.19,0.016,-0.034,1,0.013,0.057,1,0.0,0.00081,-0.0015,1
12458.62,-0.0086,0.64,0,0.035,-0.027,1,0.00017,0.015,0.078,0
55077.27,0.008,0.71,0,0.012,-0.089,1,0.0,0.042,0.33,0
3036.31,-0.077,0.43,0,0.041,-0.047,1,0.00021,0.064,0.053,0
80045.53,0.013,0.78,0,0.011,0.37,1,1.3e-05,0.043,0.53,0
50449.65,-0.015,0.4,0,0.015,-0.31,1,0.0,0.0034,0.29,0
40994.44,0.0033,0.49,0,0.012,0.021,1,4.3e-05,0.045,0.032,0
7896.22,-0.034,0.78,0,0.029,0.14,1,0.00011,0.018,-0.0038,1
66762.0,0.022,0.7,0,0.011,-0.19,1,0.0,0.077,0.32,0
25490.05,0.0095,0.21,0,0.016,-0.12,0,0.00033,0.0042,0.0073,0
53001.64,2.18,0.48,0,0.21,0.0,0,4.5e-15,0.0056,0.18,1
14208.97,0.011,0.048,1,0.022,0.0,1,0.0,-0.0017,0.0011,1
26260.03,-0.00015,-0.065,0,0.012,0.037,1,0.0,-0.0034,0.0026,1
14618.73,3.63,0.75,0,0.86,0.0,0,5.7e-13,-0.0057,0.26,1
63305.5,0.061,2.39,0,0.03,0.014,1,0.0,0.016,1.56,0
43940.97,0.012,0.83,0,0.017,0.0,1,1.6e-05,-0.051,0.38,0
51236.81,0.011,1.53,0,0.0094,-0.26,1,4.7e-06,0.017,0.93,0
16358.82,0.013,1.12,0,0.035,0.29,1,0.00045,0.034,0.33,0
2903.57,-0.044,0.57,0,0.052,0.0,1,0.0,-0.073,0.13,0
29240.57,-0.025,5.35,0,0.039,-0.12,1,6.9e-05,0.077,1.61,0
49524.86,0.033,1.11,0,0.013,-0.27,1,0.0,0.0098,0.97,0
33038.2,0.011,0.55,0,0.014,0.0,1,7.4e-06,0.021,0.16,0
77762.89,-0.00095,1.05,0,0.014,-0.35,1,0.0,-0.0012,0.7,0
40196.51,-0.055,1.66,0,0.011,0.13,1,0.0,0.015,0.29,0
40002.76,-0.0065,0.84,0,0.022,-0.35,1,0.0,0.0001,0.46,0
27025.93,-0.0092,0.21,1,0.012,0.032,1,1.57,-0.00045,0.021,1
39764.81,-0.0047,-0.024,1,0.011,0.26,1,2.4,0.00048,0.0021,1
47762.84,-0.06,0.76,0,0.031,0.9,0,6e-05,-0.012,0.54,0
79442.42,0.011,1.6,0,0.011,-0.17,1,0.0,0.0016,0.52,0
40226.93,0.025,0.61,0,0.016,-0.32,1,2.3e-06,0.0012,0.34,0
27604.53,0.036,0.097,0,0.014,-0.24,1,2.7e-05,0.039,0.017,0
38397.14,-0.0027,1.21,0,0.015,0.1,1,9.5e-06,0.05,0.13,0
7983.41,0.0012,0.18,0,0.032,-0.12,1,1.9e-05,-0.013,-0.026,0
53612.89,-0.00036,0.51,0,0.015,0.12,1,8.3e-06,0.052,0.37,0
3173.59,-0.12,0.23,1,0.061,0.0011,1,0.89,-0.002,0.0016,1
36248.47,0.0045,0.0092,1,0.013,-0.14,1,0.0,0.0015,-0.027,1
25884.57,0.014,0.83,0,0.019,-0.16,1,2.7e-05,-0.063,0.16,0
39860.55,-0.01,0.93,0,0.011,0.11,1,8.5e-06,-0.015,0.053,0
27808.4,0.0072,0.93,0,0.018,0.09,2,0.00013,0.019,0.7,0
12301.53,0.21,1.92,0,0.043,0.0,2,6.3e-14,-0.063,1.27,0
47633.21,0.031,0.8,0,0.016,0.0,1,4.5e-07,0.066,0.4,0
69911.53,0.02,2.33,0,0.017,0.15,0,3.9e-05,0.078,0.42,0
21933.51,-0.018,0.38,0,0.011,-0.16,1,0.0002,0.0011,-0.006,0
37203.7,-0.019,0.79,0,0.021,-0.078,1,0.0,0.035,0.099,0
45211.0,0.17,0.99,0,0.065,0.0,0,4.2e-14,-0.028,0.21,0
33666.27,0.021,0.45,0,0.01,0.093,1,1.2e-06,-0.0021,0.25,0
40798.57,0.0073,0.036,1,0.012,0.28,1,0.0,0.00065,0.0048,1
26541.69,0.00026,0.29,0,0.019,0.0,1,1.7e-06,-0.013,0.087,0
29849.53,0.043,1.21,0,0.023,-0.36,1,0.0,0.025,0.56,0
20144.66,-0.012,1.0,0,0.014,-0.034,1,0.0,-0.02,0.0066,0
38605.98,-0.032,1.33,0,0.014,-0.13,1,7.9e-05,0.027,0.74,0
21133.59,0.019,1.41,0,0.023,-0.023,1,0.00018,-0.03,0.16,0
45013.75,0.014,0.16,0,0.011,-0.2,1,0.0,0.0023,0.054,0
163763.1,-0.034,1.92,0,0.034,-0.0072,1,7.8e-05,-0.002,0.48,0
32645.35,0.0084,1.1,0,0.018,-0.1,1,9.1e-05,-0.039,0.26,0
47865.79,-0.051,2.44,0,0.013,0.038,1,0.00015,0.01,0.86,0
32641.82,-0.0079,1.35,0,0.014,-0.068,1,0.0,-0.0042,0.54,0
35683.05,-0.026,2.45,0,0.014,0.22,1,6.1e-06,-0.044,1.72,0
16838.53,0.012,-0.0083,1,0.022,0.99,1,0.15,-0.00016,-0.012,1
46055.96,-0.042,0.79,0,0.043,-0.12,2,0.00012,-0.026,0.0016,0
29673.16,0.0069,0.46,0,0.029,0.0,1,3e-06,0.042,0.19,0
28544.91,-0.0041,0.78,0,0.017,0.014,1,5.7e-05,-7.1e-05,0.12,0
26991.68,0.015,1.83,0,0.017,0.15,2,4.1e-06,-0.0072,0.48,0
28718.0,0.0057,1.31,0,0.021,-0.082,1,4.1e-05,0.0044,0.58,0
58884.12,0.0013,1.56,0,0.014,0.046,1,0.0,-0.018,0.82,0
0.0,0.098,0.83,0,0.092,-0.043,1,0.0016,0.0046,0.098,0
52681.33,0.007,0.96,0,0.015,0.085,0,1.6e-05,-0.00053,0.3,1
4549.66,0.18,0.61,0,0.078,-0.082,1,0.0,-0.012,0.19,0
38929.66,0.016,0.55,0,0.013,-0.16,1,0.0,0.035,0.15,0
9471.74,0.056,0.49,0,0.027,-0.25,1,0.0,0.047,0.17,0
18405.53,-0.017,1.9,0,0.016,0.069,1,0.00022,0.058,0.14,0
12964.95,0.012,2.86,0,0.016,-0.15,1,6.6e-06,-0.0045,0.71,0
17714.28,-0.044,1.27,0,0.013,-0.013,1,0.0,0.0084,0.56,0
31945.6,-0.011,0.53,0,0.011,-0.093,1,9.5e-06,-0.057,0.15,0
4151.32,0.0045,0.42,0,0.04,-0.15,1,0.0,0.0023,0.029,0
4140.86,-0.043,1.39,0,0.059,-0.31,1,0.0,-0.071,0.25,0
40236.85,0.013,0.079,1,0.011,0.19,1,0.0,-0.00011,0.00038,1
17857.53,-0.0089,-0.011,1,0.018,0.61,1,1.36,0.00045,-0.032,1
35998.68,0.0078,0.79,0,0.025,0.23,1,0.00012,0.12,0.023,0
19576.28,0.026,1.91,0,0.036,0.0,1,0.0,-0.0065,0.54,0
0.0,0.035,0.24,0,0.12,-0.016,1,0.0,-0.071,0.12,0
3760.82,-0.015,0.13,0,0.026,-0.17,1,0.0,0.016,0.0038,0
0.0,0.031,0.47,0,0.036,-0.39,2,2e-06,-0.016,0.24,0
16414.72,-0.026,1.66,0,0.035,0.0018,1,6.6e-05,0.0057,0.073,0
48001.2,0.02,1.07,0,0.022,0.017,1,8.9e-13,0.013,0.59,0
22456.36,-0.0086,1.88,0,0.012,-0.089,1,6.1e-05,0.0039,0.15,0
25756.31,0.022,1.07,0,0.013,0.22,2,0.0,0.063,1.12,0
30497.9,0.054,1.14,0,0.037,-0.15,1,0.00037,-0.011,0.0051,0
32242.72,-0.019,2.07,0,0.023,-0.21,1,0.0,-0.069,0.86,0
42170.97,0.0094,0.79,0,0.013,-0.16,1,4.4e-06,-0.0095,0.32,0
55586.4,0.0037,1.25,0,0.008,-0.057,1,0.0,0.00078,1.08,0
3067.94,-0.01,0.92,0,0.049,-0.2,1,0.0,0.011,0.099,0
17811.97,0.02,-0.19,1,0.014,-0.1,1,0.0,-0.00054,-0.0053,0
64376.14,0.0005,1.77,0,0.017,0.047,1,4.2e-05,0.0026,0.79,0
47820.78,-0.00025,1.75,0,0.012,0.37,1,0.0,0.045,1.48,0
38131.21,0.012,0.018,0,0.012,0.47,1,0.13,0.0014,0.0042,1
24484.96,0.0086,1.23,0,0.017,-0.047,2,0.00018,-0.0019,0.21,0
15109.21,0.013,0.85,0,0.022,0.0,1,6.7e-06,-0.02,0.27,0
22174.29,0.024,1.11,0,0.014,-0.076,1,0.0,-0.064,0.079,0
8227.52,0.016,2.41,0,0.024,0.047,1,5.8e-05,-0.019,0.32,0
15662.82,-0.0073,0.9,0,0.032,0.27,1,6.8e-05,-0.055,0.11,1
36708.16,-0.014,1.95,0,0.018,-0.17,2,0.0,-0.022,1.04,0
2572.82,-0.034,0.3,0,0.037,-0.007,1,0.0,0.068,0.11,0
28361.74,-0.013,2.49,0,0.014,-0.044,1,8.3e-06,0.0042,1.98,0
23510.24,-0.013,0.17,0,0.016,0.14,1,1.3e-06,-0.0051,0.0038,1
52518.7,0.045,0.31,1,0.01,0.67,1,3.5e-06,-0.00062,0.0071,0
36696.25,0.00021,0.29,0,0.015,0.015,1,3.7e-05,0.029,0.045,0
5259.03,-0.054,0.23,0,0.037,0.84,1,0.3,0.0012,0.11,1
20747.27,0.019,0.91,0,0.013,0.12,2,2.5e-05,0.0073,0.13,0
35296.88,-0.032,0.35,0,0.015,0.38,1,1.7e-05,0.03,0.28,0
41249.7,-0.0044,0.77,0,0.013,-0.17,1,1.4e-05,0.016,0.54,0
0.0,0.03,1.73,0,0.076,-0.016,2,0.00026,0.0083,0.49,0
5358.0,0.021,0.48,0,0.026,-0.11,2,2e-05,-0.0026,0.047,0
45574.58,0.03,0.48,0,0.018,-0.006,1,0.0002,-0.017,0.11,0
30169.22,0.1,0.34,0,0.048,0.51,1,7.8e-23,-0.0014,0.021,1
7429.01,-0.034,0.066,0,0.017,-0.14,1,0.0,0.0097,0.0033,0
28295.85,-0.022,1.11,0,0.075,0.12,1,0.0,-0.00031,0.55,0
5545.8,-0.0089,0.25,0,0.031,0.014,1,0.0,0.16,0.13,0
38556.54,0.0032,1.01,0,0.012,-0.37,1,0.0,0.0015,0.62,0
21671.74,0.023,1.05,0,0.033,-0.038,1,1e-05,0.0024,0.73,0
28009.48,-0.0061,0.071,1,0.011,0.41,1,0.94,-0.0012,-0.017,1
31410.69,0.018,1.64,0,0.012,0.088,1,1e-05,0.00086,1.48,0
44171.04,0.0053,-0.016,1,0.0098,0.11,1,0.098,-0.00018,-0.0058,1
133980.33,0.01,1.54,0,0.01,-0.048,1,0.0,0.0099,1.81,0
76441.3,0.079,1.31,0,0.01,-0.1,1,0.0,-0.034,0.68,0
109922.58,-0.0048,1.67,0,0.01,0.43,1,2.9e-06,0.00078,1.63,0
53053.23,0.033,0.56,0,0.0094,-0.16,1,6e-06,0.021,0.44,0
7994.32,-0.027,0.51,0,0.031,-0.12,1,1e-05,-0.00086,0.18,0
77243.65,0.0059,1.11,0,0.0096,-0.071,1,1.1e-05,0.009,0.51,0
14733.85,0.078,1.17,0,0.024,-0.036,0,0.0,0.095,0.77,0
36641.3,-0.063,0.9,0,0.061,-0.00015,0,0.0,0.097,0.12,1
25439.85,0.0074,0.69,0,0.013,-0.0096,1,6.3e-05,0.049,0.67,0
20281.5,0.0022,0.11,1,0.024,0.52,1,0.18,0.00049,0.035,1
33719.09,0.011,0.41,0,0.014,-0.044,1,0.0,0.011,0.19,0
27316.45,-0.045,1.77,0,0.02,-0.22,2,0.0,-0.1,0.49,0
37576.54,-0.0073,1.77,0,0.013,-0.098,1,9.5e-06,-0.046,1.42,0
112332.6,-0.0011,1.32,0,0.011,0.16,1,4.4e-05,-0.038,0.36,0
16272.25,0.49,0.88,0,0.019,0.021,1,4.7e-13,-0.036,-0.0018,0
16913.35,0.027,1.01,0,0.015,-0.063,1,0.0,0.0035,0.021,0
36002.2,0.063,1.17,0,0.015,-0.49,1,4.9e-06,0.021,0.93,0
42880.66,0.025,0.46,0,0.014,0.0,1,0.0,-0.024,0.16,0
19273.88,0.028,2.47,0,0.023,0.12,1,8.8e-05,0.12,1.09,0
16761.65,0.067,0.72,0,0.027,0.0,1,3e-05,0.1,0.29,0
28672.36,-0.047,1.0,0,0.051,0.11,1,1.3e-05,0.0084,0.49,0
29786.63,-0.0025,0.57,1,0.014,0.15,1,0.18,0.00043,-0.025,1
19588.32,-0.052,0.028,1,0.014,-0.16,1,0.24,0.00096,0.0007,1
0.0,-0.036,0.98,0,0.03,0.053,1,0.0,-0.043,0.9,0
41015.44,-0.013,0.11,1,0.016,0.29,1,0.042,-0.00094,0.02,1
9440.65,-0.0095,0.71,0,0.027,0.23,1,0.00013,0.0036,0.065,0
59196.84,0.0054,2.24,0,0.024,0.04,1,0.00046,-0.0089,0.53,0
0.0,9.42,0.81,0,0.2,0.0,0,7.7e-14,0.031,0.095,0
6839.79,-0.015,0.62,0,0.023,-0.0056,1,0.0,0.046,0.11,0
71024.62,0.0076,2.03,0,0.013,-0.068,1,2.8e-05,0.0087,1.23,0
31148.93,-0.0064,0.31,0,0.016,-0.083,1,0.0,-0.0027,0.15,0
72460.51,-0.022,0.79,0,0.012,0.16,0,8.4e-07,0.029,0.24,0
4226.25,-1.67,0.69,0,0.078,-0.014,1,2.9e-13,0.01,0.23,0
30743.33,-0.0034,-0.01,1,0.015,0.18,1,5.67,0.0014,0.0081,1
27395.46,-0.018,0.048,1,0.015,0.18,1,0.035,-0.00088,-0.0024,1
